term_normalized,sense_rank,pos,gender,definition,source
MARYLENE,1,N,f,Prénom féminin.,kaikki
MARYLOU,1,N,f,Prénom féminin.,kaikki
MARYVONNE,1,N,f,"Prénom féminin breton popularisé dans les années 1940 et 1950, formé à partir de Marie et d'Yvonne.",kaikki
MARZOCCHI,1,N,,Nom de famille d'origine italienne.,kaikki
MASCATE,1,N,f,"Capitale du sultanat d'Oman, sur le golfe d'Oman.",kaikki
MASCON,1,N,,"Ancienne forme du nom de Mâcon, ville de Bourgogne.",kaikki
MASCOUCHE,1,N,,"Ville de la banlieue de Montréal, dans la région de Lanaudière, au Québec.",kaikki
MASDAR,1,N,f,"Ville nouvelle construite près d'Abou Dabi, aux Émirats arabes unis, conçue comme cité durable à faible empreinte carbone.",kaikki
MASOVIE,1,N,f,"Région historique du centre de la Pologne, dont Varsovie est la principale ville.",kaikki
MASSABRAC,1,N,m,"Commune de la Haute-Garonne, en Occitanie.",kaikki
MASSALIA,1,N,f,Nom antique grec de la ville qui deviendra Marseille.,kaikki
MASSALIE,1,N,f,Autre forme du nom antique grec de la cité qui deviendra Marseille.,kaikki
MASSON,1,N,,Patronyme.,kaikki
MASTERCLASSE,1,N,f,"Francisation de « master class », cours donné par un expert reconnu à un public restreint.",kaikki
MASTODON,1,N,,"Genre de mammifères proboscidiens éteints, proches des éléphants.",kaikki
MASTODON,2,N,,"Réseau social décentralisé et libre, alternatif à Twitter/X.",kaikki
MATABIAU,1,N,m,"Quartier de Toulouse, en Occitanie, où se trouve la gare centrale de la ville.",kaikki
MATAM,1,N,,"Ville et région du nord-est du Sénégal, sur le fleuve Sénégal.",kaikki
MATAWINIE,1,N,f,"Municipalité régionale de comté de la région de Lanaudière, au Québec.",kaikki
MATHAIS,1,N,,Patronyme français.,kaikki
MATHEO,1,N,m,Prénom masculin.,kaikki
MATHIAS,1,N,m,"Prénom masculin, variante de Matthias.",kaikki
MATHIEU,1,N,m,"Prénom masculin, variante orthographique de Matthieu.",kaikki
MATHILDE,1,N,f,"Prénom féminin, équivalent français de l’anglais Matilda.",kaikki
MATHIS,1,N,m,Nom de famille d'origine patronymique.,kaikki
MATHIS,2,N,m,Prénom masculin remis à la mode depuis les années 1990.,kaikki
MATIGNON,1,N,m,"Commune des Côtes-d'Armor, en Bretagne.",kaikki
MATIGNON,2,N,m,"Par métonymie, l'hôtel Matignon, résidence officielle du Premier ministre français, et par extension le gouvernement français.",kaikki
MATISSOUS,1,N,,"Lieu-dit de la commune de Saint-Lizier, en Ariège.",kaikki
MATRIXE,1,Adj,,Avoir été profondément marqué par un événement au point d'en avoir la vision du monde bouleversée.,kaikki
MATRIXE,2,Adj,,"Être sous l'emprise intellectuelle d'une personne, jusqu'à l'endoctrinement.",kaikki
MATRIXE,3,Adj,,"Être totalement accro à une activité, au point d'y consacrer un temps excessif.",kaikki
MATSU,1,N,,"Archipel administré par Taïwan, situé au large des côtes du Fujian, en Chine.",kaikki
MATTHIAS,1,N,m,Apôtre choisi pour remplacer Judas Iscariote dans le Nouveau Testament.,kaikki
MATTHIAS,2,N,m,Prénom masculin qui en est dérivé.,kaikki
MATTHIEU,1,N,m,"Apôtre et évangéliste, auteur traditionnel du premier Évangile.",kaikki
MATTHIEU,2,N,m,Prénom masculin d'origine biblique qui en dérive.,kaikki
MATTHIEUSSENT,1,N,,Nom de famille rare.,kaikki
MATUCHE,1,N,m,"Terme d'argot désignant un gardien de prison ou, plus largement, un policier.",kaikki
MATUIDI,1,N,,"Patronyme, porté notamment par Blaise Matuidi (né en 1987), footballeur international français.",kaikki
MAUBEC,1,N,,Patronyme.,kaikki
MAUBRESC,1,N,,"Hameau de la commune de Montjoie-en-Couserans, en Ariège.",kaikki
MAUD,1,N,f,"Prénom féminin, variante de Mathilde.",kaikki
MAUDE,1,N,f,"Diminutif du prénom Mathilde, variante de Maud.",kaikki
MAUDITION,1,N,f,Synonyme vieilli de « malédiction ».,kaikki
MAULDRE,1,N,f,Rivière d'Île-de-France coulant dans le département des Yvelines.,kaikki
MAURETANIE,1,N,f,"Ancien royaume berbère puis province romaine d'Afrique du Nord, à ne pas confondre avec la Mauritanie actuelle.",kaikki
MAURIAC,1,N,,"Patronyme français, porté notamment par l’écrivain François Mauriac, lauréat du prix Nobel de littérature.",kaikki
MAURICE,1,N,f,"État insulaire de l'océan Indien, à l'est de Madagascar.",kaikki
MAURICE,2,N,f,Île principale de ce pays.,kaikki
MAURICE,3,N,f,"Prénom masculin, équivalent français de Morris.",kaikki
MAURICEAU,1,N,,Patronyme français.,kaikki
MAURICETTE,1,N,f,"Prénom féminin, diminutif féminin de Maurice.",kaikki
MAURICIE,1,N,f,"Région administrative du Québec, centrée sur la vallée de la rivière Saint-Maurice.",kaikki
MAURITANIE,1,N,f,"Pays d'Afrique de l'Ouest, dont la capitale est Nouakchott.",kaikki
MAUROIS,1,N,,"Patronyme, porté notamment par André Maurois (1885-1967), écrivain et biographe français.",kaikki
MAURRAS,1,N,,Patronyme d’origine occitane.,kaikki
MAURUSIE,1,N,f,"Autre nom antique de la Maurétanie, région d'Afrique du Nord.",kaikki
MAUSOLE,1,N,m,"Satrape de Carie du IVe siècle av. J.-C., dont le tombeau, l'une des sept merveilles du monde antique, a donné son nom au mot « mausolée ».",kaikki
MAUTADIT,1,Interj,,"Juron québécois marquant l'insistance ou l'exaspération, équivalent de « maudit » dans une phrase emphatique.",kaikki
MAUZE,1,N,m,"Ancien nom de Mauzé-sur-le-Mignon, commune des Deux-Sèvres.",kaikki
MAUZE,2,N,m,"Ferme de la commune de Torcé, en Ille-et-Vilaine.",kaikki
MAXENCE,1,N,,"Empereur romain du début du IVe siècle, rival de Constantin.",kaikki
MAXENCE,2,N,,"Prénom mixte, porté aussi bien par des hommes que par des femmes.",kaikki
MAXIMILIEN,1,N,m,"Prénom masculin d’origine latine, équivalent français de l’anglais Maximilian.",kaikki
MAXIMILIENNE,1,N,f,"Prénom féminin, équivalent féminin de Maximilien.",kaikki
MAXIMILLIEN,1,N,m,"Prénom masculin d’origine latine, variante de Maximilien.",kaikki
MAXIMILLIENNE,1,N,f,Variante orthographique du prénom Maximilienne.,kaikki
MAYAPAN,1,N,f,"Cité maya précolombienne du Yucatán, capitale politique de la région entre le XIIIe et le XVe siècle.",kaikki
MAYAUD,1,N,,Patronyme.,kaikki
MAYEAUX,1,N,,Patronyme.,kaikki
MAYENCE,1,N,f,"Nom français de Mayence (Mainz), ville allemande, capitale de la Rhénanie-Palatinat.",kaikki
MAYEUX,1,N,,Patronyme.,kaikki
MAYOTTE,1,N,f,"Archipel de l'océan Indien, entre l'Afrique et Madagascar, constituant un département et une région d'outre-mer français.",kaikki
MAZALTARIM,1,N,,Patronyme.,kaikki
MAZAMET,1,N,m,"Commune du Tarn, en Occitanie.",kaikki
MAZARS,1,N,,Nom de famille d'origine occitane.,kaikki
MAZINGARBE,1,N,f,"Commune du Pas-de-Calais, dans les Hauts-de-France.",kaikki
MAZOURKE,1,N,f,"Ancienne francisation du mot « mazurka », danse polonaise à trois temps.",kaikki
MBAPPE,1,N,,"Patronyme, porté notamment par Kylian Mbappé (né en 1998), footballeur international français.",kaikki
MBAYE,1,N,,Patronyme d’origine wolof.,kaikki
MBILA,1,N,m,Terme d'argot désignant la police.,kaikki
MBOKO,1,N,,Nom de famille africain.,kaikki
MBOKO,2,N,,"Toponyme porté par plusieurs localités d'Afrique centrale, notamment au Cameroun, en République centrafricaine et en République du Congo.",kaikki
MBOPPI,1,N,,Nom de famille.,kaikki
MBOPPI,2,N,,Toponyme porté par plusieurs localités du Cameroun.,kaikki
MBORO,1,N,f,"Commune du département de Tivaouane, au Sénégal.",kaikki
MBOUR,1,N,,Ville côtière de l'ouest du Sénégal.,kaikki
MCKINNON,1,N,,Nom de famille d'origine écossaise gaélique.,kaikki
MCMANIMAN,1,N,,Nom de famille d'origine irlandaise.,kaikki
MCMASTERVILLE,1,N,f,"Ville de la Montérégie, au Québec.",kaikki
MCWATTERS,1,N,m,"Ancienne municipalité, aujourd'hui quartier de Rouyn-Noranda, en Abitibi-Témiscamingue, au Québec.",kaikki
MEAUX,1,N,,Patronyme ; Meaux est aussi une commune de Seine-et-Marne.,kaikki
MEAUXSOONE,1,N,,Patronyme d’origine néerlandaise.,kaikki
MECKHE,1,N,,Ville du centre-nord du Sénégal.,kaikki
MEDARD,1,N,m,"Prénom masculin, porté par saint Médard, évêque du VIe siècle dont la fête est associée à un dicton sur la pluie.",kaikki
MEDEE,1,N,f,"Figure de la mythologie grecque, magicienne petite-fille du Soleil, qui aida Jason à conquérir la Toison d'or.",kaikki
MEDOR,1,N,m,"Nom de chien typique, souvent utilisé de façon stéréotypée en français comme l'est « Rex » ou « Fido » en anglais.",kaikki
MEDYKA,1,N,,Village polonais situé à la frontière avec l'Ukraine.,kaikki
MEERT,1,N,,Patronyme d’origine néerlandaise.,kaikki
MEGANE,1,N,f,"Prénom féminin, équivalent français de l’anglais Megan.",kaikki
MEGARA,1,N,f,"Ville de l'Attique, en Grèce.",kaikki
MEGARA,2,N,f,"Quartier antique de Carthage, près de l'actuelle La Marsa, en Tunisie.",kaikki
MEGARA,3,N,f,"Dans la mythologie, fille de Créon et première épouse d'Héraclès.",kaikki
MEGARE,1,N,f,"Ville de l'Attique, en Grèce.",kaikki
MEGARE,2,N,f,"Quartier antique de Carthage, près de l'actuelle La Marsa, en Tunisie.",kaikki
MEGEVE,1,N,,"Station de sports d'hiver de Haute-Savoie, en Auvergne-Rhône-Alpes.",kaikki
MEGUMI,1,N,f,Prénom féminin d’origine japonaise.,kaikki
MEHAIGNERIE,1,N,,"Patronyme, porté notamment par Pierre Méhaignerie (né en 1939), homme politique français.",kaikki
MEHEUT,1,N,,Patronyme d’origine bretonne.,kaikki
MEILLET,1,N,,"Patronyme, porté notamment par Antoine Meillet (1866-1936), linguiste français.",kaikki
MEKINAC,1,N,m,"Municipalité régionale de comté de la Mauricie, au Québec.",kaikki
MELANCON,1,N,,Patronyme.,kaikki
MELANESIE,1,N,f,"Sous-région continentale de l'Océanie regroupant notamment la Nouvelle-Guinée, les îles Salomon, le Vanuatu, les Fidji et la Nouvelle-Calédonie.",kaikki
MELANIE,1,N,f,"Prénom féminin, équivalent français de l’anglais Melanie.",kaikki
MELANIPPE,1,N,,"Prénom masculin, forme française de Mélanippos.",kaikki
MELANIPPE,2,N,,Prénom féminin homonyme.,kaikki
MELBOURNE,1,N,f,"Ville d'Australie, capitale de l'État de Victoria et ancienne capitale fédérale du pays.",kaikki
MELCHISEDEK,1,N,m,"Roi et prêtre biblique, contemporain d'Abraham, mentionné dans la Genèse.",kaikki
MELECE,1,N,m,Prénom masculin.,kaikki
MELENCHON,1,N,,"Patronyme, porté notamment par Jean-Luc Mélenchon (né en 1951), homme politique français, fondateur de La France insoumise.",kaikki
MELIES,1,N,,"Patronyme, porté par Georges Méliès (1861-1938), cinéaste français, pionnier des trucages au cinéma.",kaikki
MELISSA,1,N,f,"Prénom féminin, équivalent français de l’anglais Melissa.",kaikki
MELITENE,1,N,f,Nom antique de la ville turque de Malatya.,kaikki
MEMPHREMAGOG,1,N,m,"Municipalité régionale de comté de la région de l'Estrie, au Québec.",kaikki
MENANDRE,1,N,m,"Auteur comique grec du IVe siècle av. J.-C., figure majeure de la Comédie nouvelle.",kaikki
MENDY,1,N,,"Patronyme, porté notamment par plusieurs footballeurs internationaux (Benjamin, Ferland, Édouard Mendy).",kaikki
MENEDEME,1,N,m,"Philosophe grec du IVe-IIIe siècle av. J.-C., fondateur de l'école d'Érétrie.",kaikki
MENIERE,1,N,m,"Patronyme, porté par Prosper Ménière (1799-1862), médecin français qui a décrit la maladie de Ménière.",kaikki
MENILMONTANT,1,N,,"Quartier de l'est de Paris, dans le 20e arrondissement.",kaikki
MENKAO,1,N,f,Ville de la République démocratique du Congo.,kaikki
MERCADIE,1,N,,"Lieu-dit de la commune de Saint-Maurin, en Lot-et-Garonne.",kaikki
MERCEDES,1,N,f,Prénom féminin d’origine espagnole.,kaikki
MERCIE,1,N,f,Ancien royaume anglo-saxon du centre de l'Angleterre.,kaikki
MERCO,1,N,f,Abréviation familière désignant une automobile de la marque Mercedes.,kaikki
MERDANCON,1,N,,"Cours d'eau affluent du Salat, en Ariège.",kaikki
MERDANCON,2,N,,"Cours d'eau affluent de la Tave, dans le Gard.",kaikki
MERDANCON,3,N,,"Ancien nom du Verdanson, cours d'eau de l'Hérault.",kaikki
MERICAIN,1,Adj,,"Déformation argotique et moqueuse de « américain », désignant les États-Unis ou leurs ressortissants sur un ton railleur.",kaikki
MERIDA,1,N,,"Nom porté par trois villes du monde hispanophone : en Estrémadure (Espagne), au Yucatán (Mexique, nommée d'après la précédente lors de la conquête espagnole), et au Venezuela, capitale de l'État homonyme.",kaikki
MERIGNAC,1,N,m,"Commune de la Gironde, en Nouvelle-Aquitaine, dans l'agglomération bordelaise.",kaikki
MERIGON,1,N,m,"Commune de l'Ariège, en Occitanie.",kaikki
MEROVEE,1,N,m,"Chef franc semi-légendaire du Ve siècle, considéré comme l'ancêtre éponyme de la dynastie mérovingienne.",kaikki
MERSENNE,1,N,,"Patronyme, porté par Marin Mersenne (1588-1648), religieux et savant français, connu pour les nombres premiers qui portent son nom.",kaikki
MERWAN,1,N,m,Prénom masculin d’origine arabe.,kaikki
MESCHACEBE,1,N,m,"Ancien nom, d'origine amérindienne, donné au fleuve Mississippi par les explorateurs français.",kaikki
MESIE,1,N,f,"Province romaine des Balkans, correspondant approximativement à la Serbie et à la Bulgarie actuelles.",kaikki
MESMEMENT,1,Adv,,"Ancienne orthographe de « mêmement », adverbe signifiant « surtout » ou « en particulier ».",kaikki
MESNAY,1,N,,"Commune du Jura, en Bourgogne-Franche-Comté.",kaikki
MESOAMERIQUE,1,N,f,Région culturelle précolombienne s'étendant du centre du Mexique à l'Amérique centrale.,kaikki
MESOPOTAMIE,1,N,f,"Région historique du Proche-Orient, entre les fleuves Tigre et Euphrate, berceau de plusieurs civilisations antiques.",kaikki
MESOPOTAMIE,2,N,f,Ancienne province de l'Empire romain qui en tirait son nom.,kaikki
MESRINE,1,N,,"Patronyme, porté notamment par Jacques Mesrine (1936-1979), malfaiteur français.",kaikki
MESSAC,1,N,,Patronyme.,kaikki
MESSAOUI,1,N,m,Patronyme d’origine arabe.,kaikki
MESSENIE,1,N,f,"Région historique du sud-ouest du Péloponnèse, en Grèce.",kaikki
MESSONNIER,1,N,,Patronyme.,kaikki
MESTRANTONI,1,N,,"Lieu-dit de la commune de Brassac, en Tarn-et-Garonne.",kaikki
METGE,1,N,,Patronyme d’origine occitane.,kaikki
METZ,1,N,m,"Ville de l'est de la France, préfecture du département de la Moselle.",kaikki
MEULLENET,1,N,,Patronyme.,kaikki
MEUR,1,Adj,,Ancienne graphie de l'adjectif « mûr ».,kaikki
MEURICE,1,N,,"Patronyme, porté notamment par l'humoriste français Guillaume Meurice (né en 1981) ; aussi le nom d'un palace parisien.",kaikki
MEURTHE,1,N,f,"Rivière du Grand Est, affluent de la Moselle.",kaikki
MEUSE,1,N,f,Fleuve prenant sa source en France et traversant la Belgique et les Pays-Bas avant de rejoindre la mer du Nord.,kaikki
MEUSE,2,N,f,Département français du Grand Est qui en tire son nom.,kaikki
MEXICO,1,N,f,Capitale du Mexique.,kaikki
MEXICO,2,N,f,État du Mexique qui en tire son nom.,kaikki
MEXIQUE,1,N,m,"Pays d'Amérique du Nord, dont la capitale est Mexico.",kaikki
MEYERFELD,1,N,,Nom de famille.,kaikki
MHNM,1,N,m,Sigle du Muséum d'histoire naturelle de Marseille.,kaikki
MIAMBANZILA,1,N,,Patronyme.,kaikki
MIAMI,1,N,f,"Ville de Floride, aux États-Unis.",kaikki
MICALLEF,1,N,,Patronyme d'origine maltaise.,kaikki
MICHAEL,1,N,m,"Prénom masculin d’origine latine, variante de Michel, popularisé vers la fin du XXe siècle.",kaikki
MICHAELE,1,N,f,Variante orthographique du prénom Michaëlle.,kaikki
MICHAELLE,1,N,f,Autre variante orthographique du prénom Michaëlle.,kaikki
MICHALLON,1,N,,Patronyme.,kaikki
MICHAUD,1,N,,Patronyme.,kaikki
MICHAUX,1,N,,"Patronyme, porté notamment par le poète et peintre Henri Michaux (1899-1984).",kaikki
MICHEE,1,N,m,"Prophète biblique de l'Ancien Testament, auteur du livre qui porte son nom.",kaikki
MICHEL,1,N,m,"Archange mentionné dans plusieurs traditions religieuses, notamment comme chef des armées célestes.",kaikki
MICHEL,2,N,m,Prénom masculin d'origine biblique qui en dérive.,kaikki
MICHEL,3,N,m,Nom de famille d'origine patronymique.,kaikki
MICHELE,1,N,f,"Prénom féminin, équivalent féminin de Michel.",kaikki
MICHELLE,1,N,f,"Prénom féminin devenu populaire dans les années 1940, équivalent féminin de Michel.",kaikki
MICHIGAN,1,N,m,"État du nord des États-Unis, bordé par les Grands Lacs.",kaikki
MICHIKO,1,N,f,Prénom féminin d’origine japonaise.,kaikki
MICKAEL,1,N,m,Variante orthographique du prénom Michaël.,kaikki
MICRONESIE,1,N,f,Sous-région de l'Océanie regroupant environ deux mille petites îles du Pacifique nord-occidental.,kaikki
MICRONESIE,2,N,f,"Pays composé d'une partie de ces îles, officiellement les États fédérés de Micronésie.",kaikki
MICULEK,1,N,,Nom de famille.,kaikki
MIDOL,1,N,m,Nom de famille.,kaikki
MIDOL,2,N,m,Surnom du journal sportif français Midi Olympique.,kaikki
MIDORI,1,N,,"Prénom mixte d'origine japonaise, signifiant « vert ».",kaikki
MIF,1,N,f,"Terme d'argot, verlan de « famille », désignant le cercle familial ou les proches.",kaikki
MIFEPRISTONE,1,N,f,"Molécule utilisée en médecine comme antiprogestatif, notamment dans l'interruption médicamenteuse de grossesse.",kaikki
MIGLOS,1,N,m,"Commune de l'Ariège, en Occitanie.",kaikki
MIGRAINIER,1,N,m,"Ancien nom du grenadier, arbuste dont le fruit est la grenade.",kaikki
MIHAESCU,1,N,,Patronyme d’origine roumaine.,kaikki
MIJANES,1,N,m,"Commune de l'Ariège, en Occitanie.",kaikki
MIKA,1,N,f,Prénom féminin d’origine japonaise.,kaikki
MIKAEL,1,N,m,Prénom masculin.,kaikki
MIKE,1,N,m,"Prénom masculin, forme anglaise abrégée de Michael.",kaikki
MIKHAILOV,1,N,,"Transcription française d'un nom de famille slave, dérivé du prénom Michel.",kaikki
MILHOUSE,1,N,,"Ancienne orthographe de Mulhouse, ville d'Alsace.",kaikki
MILLAU,1,N,,"Commune de l'Aveyron, en Occitanie, connue pour son viaduc autoroutier.",kaikki
MILLAUX,1,N,,Patronyme.,kaikki
MILLER,1,N,,Patronyme français d’origine alémanique.,kaikki
MILLERAND,1,N,,"Patronyme, porté par Alexandre Millerand (1859-1943), président de la République française de 1920 à 1924.",kaikki
MILLOT,1,N,,Patronyme français originaire de Bourgogne.,kaikki
MILO,1,N,m,Prénom masculin.,kaikki
MILOSAVLJEVIC,1,N,,Patronyme d’origine serbo-croate.,kaikki
MILOUD,1,N,m,Prénom masculin d’origine arabe.,kaikki
MILOUDA,1,N,f,Prénom féminin d’origine arabe.,kaikki
MILTIADE,1,N,m,"Général athénien du Ve siècle av. J.-C., vainqueur de la bataille de Marathon.",kaikki
MINECRAFT,1,N,m,"Jeu vidéo de construction en blocs, l'un des plus vendus de l'histoire du jeu vidéo.",kaikki
MINGANIE,1,N,f,"Municipalité régionale de comté de la Côte-Nord, au Québec.",kaikki
MINNIER,1,N,,Patronyme.,kaikki
MINORQUE,1,N,f,"Île des Baléares, en Méditerranée, au nord-est de Majorque.",kaikki
MINSK,1,N,f,Capitale et plus grande ville de la Biélorussie.,kaikki
MINUSTAH,1,N,f,"Mission des Nations unies pour la stabilisation en Haïti, opération de maintien de la paix déployée après la crise politique de 2004.",kaikki
MIQUELON,1,N,f,"Île de la collectivité française de Saint-Pierre-et-Miquelon, au large du Canada.",kaikki
